year,quarter,Investor,Operation Type,Stock Abv,Stock,Activity,Share Change
2012,Q1,CAAPX,sell,JLL, - Jones Lang Lasalle Inc.,Reduce 14.12%,"93,900"
2012,Q1,FPACX,buy,JNJ, - Johnson & Johnson,Add 27.17%,"375,000"
2012,Q1,MKL,sell,JNJ, - Johnson & Johnson,Reduce 0.67%,"3,800"
2012,Q1,hcmax,buy,JOY, - Joy Global Inc.,Buy ,"10,145"
2012,Q1,ARFFX,sell,JPM, - JPMorgan Chase & Co.,Reduce 8.56%,"2,800"
2012,Q1,DODGX,buy,JPM, - JPMorgan Chase & Co.,Buy ,"2,700,000"
2012,Q1,MAVFX,buy,JPM, - JPMorgan Chase & Co.,Add 5.26%,"4,000"
2012,Q1,hcmax,sell,JPM, - JPMorgan Chase & Co.,Reduce 10.78%,"1,800"
2012,Q1,oaklx,buy,JPM, - JPMorgan Chase & Co.,Add 2.73%,"90,000"
2012,Q1,pzfvx,sell,JPM, - JPMorgan Chase & Co.,Reduce 9.21%,"112,325"
2012,Q1,hcmax,buy,JWN, - Nordstrom,Buy ,"5,800"
2012,Q1,fairx,sell,JZEOF, - JZ Equity Partners,Sell 100.00%,"9,397,935"
2012,Q1,hcmax,buy,K, - Kellogg Co.,Buy ,"10,704"
2012,Q1,VA,sell,KAR, - KAR Auction Services,Reduce 11.58%,"105,200"
2012,Q1,LPC,buy,KMI, - Kinder Morgan,Add 129.64%,"2,393,317"
2012,Q1,MKL,sell,KMX, - CarMax Inc.,Reduce 0.94%,"48,947"
2012,Q1,MKL,sell,KO, - Coca Cola Co.,Reduce 1.56%,"2,000"
2012,Q1,cc,buy,KO, - Coca Cola Co.,Add 4.07%,"290,280"
2012,Q1,LPC,buy,KSS, - Kohl's Corp.,Buy ,"4,274,293"
2012,Q1,AC,sell,LAMR, - Lamar Advertising Co.,Reduce 0.61%,"6,480"
2012,Q1,LPC,buy,LBTYA, - Liberty Global Inc.,Buy ,"6,080,909"
2012,Q1,AM,buy,LCC, - US Airways Group Inc.,Add 21.29%,"2,269,452"
2012,Q1,AM,buy,LCC, - US Airways Group Inc.,Add 229.11%,"7,419,026"
2012,Q1,BRK,buy,LEE, - Lee Enterprises,Buy ,"165,512"
2012,Q1,CCM,buy,LH, - Laboratory Corp. of America Hldgs,Add 13.78%,"108,039"
2012,Q1,CCM,sell,LH, - Laboratory Corp. of America Hldgs,Reduce 5.58%,"49,799"
2012,Q1,SSHFX,sell,LIFE-OLD, - Life Technologies Corp.,Reduce 3.17%,"35,100"
2012,Q1,TWEBX,sell,LIN, - Linde plc,Sell 100.00%,"28,400"
2012,Q1,MKL,sell,LOW, - Lowe's Cos.,Reduce 0.90%,"5,000"
2012,Q1,SSHFX,sell,LOW, - Lowe's Cos.,Reduce 13.73%,"248,900"
2012,Q1,AC,buy,LPLA, - LPL Financial Holdings Inc.,Add 166.67%,"500,000"
2012,Q1,AC,buy,LPS, - Lender Processing Services Inc.,Buy ,"140,000"
2012,Q1,AC,sell,LPS, - Lender Processing Services Inc.,Reduce 17.41%,"24,368"
2012,Q1,AM,buy,LRCX, - Lam Research,Buy ,"435,200"
2012,Q1,LPC,sell,LULU, - Lululemon Athletica Inc.,Reduce 16.09%,"730,268"
2012,Q1,SSHFX,sell,LUV, - Southwest Airlines,Reduce 69.64%,"2,922,600"
2012,Q1,SSHFX,sell,LUV, - Southwest Airlines,Reduce 8.75%,"402,600"
2012,Q1,LPC,sell,LVS, - Las Vegas Sands Corp.,Sell 100.00%,"8,083,114"
2012,Q1,LPC,sell,LVS, - Las Vegas Sands Corp.,Reduce 16.65%,"1,614,136"
2012,Q1,AC,buy,MA, - Mastercard Inc.,Add 43.84%,"840,040"
2012,Q1,oaklx,sell,MA, - Mastercard Inc.,Reduce 2.86%,"100,000"
2012,Q1,AM,buy,MAS, - Masco Corp.,Add 2754.88%,"4,005,847"
2012,Q1,pzfvx,sell,MAS, - Masco Corp.,Reduce 13.45%,"481,825"
2012,Q1,psc,buy,MATX, - Matson Inc.,Buy ,"3,644,870"
2012,Q1,AC,buy,MCO, - Moody's Corp.,Buy ,"1,000,000"
2012,Q1,BRK,sell,MDLZ, - Mondelez International,Reduce 10.36%,"9,017,548"
2012,Q1,FPACX,sell,MDLZ, - Mondelez International,Sell 100.00%,"1,230,000"
2012,Q1,psc,sell,MDLZ, - Mondelez International,Reduce 26.72%,"5,654,587"
2012,Q1,MPGFX,buy,MDT, - Medtronic plc,Add 0.89%,"20,000"
2012,Q1,oaklx,buy,MDT, - Medtronic plc,Add 17.24%,"500,000"
2012,Q1,SSHFX,sell,MET, - MetLife Inc.,Reduce 1.95%,"24,500"
2012,Q1,BAUPOST,sell,MGAM-OLD, - Multimedia Games Inc.,Sell 100.00%,"583,538"
2012,Q1,AM,buy,MGM, - MGM Resorts International,Buy ,"2,002,293"
2012,Q1,CAAPX,sell,MHK, - Mohawk Industries,Reduce 3.70%,"26,400"
2012,Q1,AC,buy,MKL, - Markel Corp.,Add 0.24%,318
2012,Q1,FFH,sell,MMI-OLD, - Motorola Mobility Holdings Inc.,Sell 100.00%,"15,000"
2012,Q1,MKL,sell,MMM, - 3M Co.,Reduce 0.25%,500
2012,Q1,MKL,sell,MO, - Altria Group Inc.,Reduce 1.87%,"2,200"
2012,Q1,LPC,buy,MON-OLD, - Monsanto Co.,Add 9.82%,"582,072"
2012,Q1,pzfvx,sell,MS, - Morgan Stanley,Reduce 20.96%,"375,875"
2012,Q1,AM,buy,MSFT, - Microsoft Corp.,Add 72.33%,"524,650"
2012,Q1,ARFFX,sell,MSFT, - Microsoft Corp.,Reduce 7.39%,"7,500"
2012,Q1,BAUPOST,sell,MSFT, - Microsoft Corp.,Reduce 80.00%,"5,600,000"
2012,Q1,BAUPOST,sell,MSFT, - Microsoft Corp.,Reduce 41.67%,"5,000,000"
2012,Q1,DODGX,buy,MSFT, - Microsoft Corp.,Add 7.73%,"2,464,800"
2012,Q1,SSHFX,sell,MSFT, - Microsoft Corp.,Reduce 8.51%,"160,800"
2012,Q1,hcmax,sell,MSFT, - Microsoft Corp.,Reduce 13.66%,"3,100"
2012,Q1,VA,buy,MSI, - Motorola Solutions Inc.,Buy ,"28,971,500"
2012,Q1,AC,sell,MTG, - MGIC Investment,Sell 100.00%,"400,000"
2012,Q1,GLRE,sell,NCR, - NCR Corp.,Reduce 12.73%,"1,223,140"
2012,Q1,FFH,sell,NEU, - NewMarket Corp.,Reduce 50.00%,"1,000"
2012,Q1,LPC,buy,NFLX, - Netflix Inc.,Buy ,"2,526,916"
2012,Q1,oaklx,buy,NFX, - Newfield Exploration,Add 23.86%,"639,534"
2012,Q1,AC,buy,NLY, - Annaly Capital Management Inc.,Add 399.85%,"208,029"
2012,Q1,pzfvx,sell,NOC, - Northrop Grumman Corp.,Reduce 1.72%,"15,575"
2012,Q1,WP,buy,NOV, - Nov Inc.,Add 34.40%,"107,772"
2012,Q1,DODGX,buy,NTAP, - NetApp Inc.,Add 52.75%,"2,400,000"
2012,Q1,LPC,buy,NTES, - NetEase.com Inc.,Add 20.01%,"1,493,156"
2012,Q1,ARFFX,buy,NTRS, - Northern Trust Corp.,Add 52.99%,"12,400"
2012,Q1,MPGFX,buy,NVEC, - NVE Corp.,Add 45.87%,"66,000"
2012,Q1,MKL,sell,NVO, - Novo Nordisk A S,Reduce 0.96%,"11,000"
2012,Q1,TWEBX,buy,NVS, - Novartis AG,Add 14.02%,"37,445"
2012,Q1,LPC,buy,NWSA, - News Corp.,Buy ,"13,675,800"
2012,Q1,GLRE,buy,OAK, - Oaktree Capital Group LLC Cl A,Buy ,"1,851,812"
2012,Q1,AM,buy,OC, - Owens Corning,Add 53.55%,"786,872"
2012,Q1,LPC,sell,OC, - Owens Corning,Reduce 62.17%,"1,545,920"
2012,Q1,FPACX,buy,OI, - O-I Glass Inc.,Add 6.74%,"280,300"
2012,Q1,LPC,sell,OII, - Oceaneering Int'l,Reduce 4.35%,"341,318"
2012,Q1,ARFFX,sell,OMC, - Omnicom Group,Reduce 12.16%,"5,400"
2012,Q1,CAAPX,sell,OMC, - Omnicom Group,Reduce 46.33%,"387,400"
2012,Q1,CAAPX,sell,OMC, - Omnicom Group,Reduce 7.44%,"67,200"
2012,Q1,pzfvx,sell,OMC, - Omnicom Group,Reduce 5.63%,"61,750"
2012,Q1,AC,buy,ONE-OLD, - Higher One Holdings Inc.,Buy ,"90,690"
2012,Q1,AC,sell,ONE-OLD, - Higher One Holdings Inc.,Sell 100.00%,"90,690"
2012,Q1,cc,sell,OPEN-OLD, - OpenTable Inc.,Sell 100.00%,"530,118"
2012,Q1,AM,buy,ORCL, - Oracle Corp.,Add 32.73%,"763,896"
2012,Q1,AM,buy,ORCL, - Oracle Corp.,Add 91.53%,"1,115,357"
2012,Q1,CCM,buy,ORCL, - Oracle Corp.,Add 85.03%,"873,876"
2012,Q1,cc,buy,ORCL, - Oracle Corp.,Add 0.11%,"9,000"
2012,Q1,cc,buy,ORCL, - Oracle Corp.,Add 4.05%,"327,380"
2012,Q1,AC,buy,ORLY, - O'Reilly Automotive,Add 0.34%,"1,844"
2012,Q1,fairx,buy,OSH-OLD, - Orchard Supply Hardware Stores,Buy ,"641,893"
2012,Q1,MKL,sell,PCL, - Plum Creek Timber Co.,Reduce 0.28%,"1,000"
2012,Q1,MKL,sell,PCL, - Plum Creek Timber Co.,Reduce 0.42%,"1,500"
2012,Q1,AC,sell,PENN, - Penn National Gaming Inc.,Sell 100.00%,"176,312"
2012,Q1,SSHFX,sell,PFE, - Pfizer Inc.,Reduce 9.86%,"214,100"
2012,Q1,BRK,sell,PG, - Procter & Gamble,Reduce 4.57%,"3,511,900"
2012,Q1,psc,buy,PG, - Procter & Gamble,Buy ,"21,916,208"
2012,Q1,DODGX,buy,PHG, - Koninklijke Philips Electronics NV,Add 77.27%,"5,486,500"
2012,Q1,LLPFX,buy,PHG, - Koninklijke Philips Electronics NV,Add 5.49%,"178,188"
2012,Q1,LLPFX,buy,PHGFF, - KONINKLIJKE PHILIPS,Add 1.95%,"328,000"
2012,Q1,MKL,sell,PM, - Philip Morris Intl.,Reduce 1.89%,"2,200"
2012,Q1,cc,buy,PM, - Philip Morris Intl.,Add 3.99%,"93,960"
2012,Q1,pzfvx,sell,PNC, - PNC Financial Services,Reduce 4.41%,"26,150"
2012,Q1,PI,sell,PNCL, - Pinnacle Airlines Corp.,Reduce 1.09%,"21,717"
2012,Q1,MPGFX,buy,PNR, - Pentair plc,Add 0.46%,"10,000"
2012,Q1,MPGFX,sell,PNR, - Pentair plc,Reduce 0.46%,"10,000"
2012,Q1,MKL,sell,POOL, - Pool Corp.,Sell 100.00%,"95,000"
2012,Q1,PI,sell,POT, - Potash Corp. of Saskatchewan Inc.,Reduce 0.38%,"3,000"
2012,Q1,VA,sell,PPO, - Polypore International Inc.,Sell 100.00%,"284,891"
2012,Q1,FFH,sell,PPP, - Primero Mining Corp.,Sell 100.00%,"230,000"
2012,Q1,CCM,buy,PRI, - Primerica Inc.,Add 1.11%,"18,729"
2012,Q1,AC,buy,PRMW, - Primo Water Corp.,Add 130.85%,"623,500"
2012,Q1,FFH,buy,PVBC, - Provident Bancorp Inc.,Buy ,"25,000"
2012,Q1,AM,buy,QCOM, - QUALCOMM Inc.,Add 52.28%,"791,300"
2012,Q1,LPC,buy,QCOM, - QUALCOMM Inc.,Add 21.35%,"1,350,821"
2012,Q1,WVALX,sell,QRTEA, - Qurate Retail Group Inc. CL A,Reduce 15.63%,"250,000"
2012,Q1,WVALX,sell,QRTEA, - Qurate Retail Group Inc. CL A,Reduce 11.11%,"200,000"
2012,Q1,FPACX,buy,RDC, - Rowan Cos.,Add 49.89%,"441,000"
2012,Q1,FPPTX,sell,RDC, - Rowan Cos.,Reduce 0.26%,"6,800"
2012,Q1,FPACX,sell,RHHVF, - Roche Holdings AG DIV RT,Sell 100.00%,"300,000"
2012,Q1,hcmax,sell,RIG, - Transocean Ltd.,Reduce 20.83%,"3,000"
2012,Q1,MKL,sell,RLI, - RLI Corp.,Reduce 1.28%,"15,768"
2012,Q1,GLRE,sell,RNDY, - Roundy's Inc.,Sell 100.00%,"561,934"
2012,Q1,FPACX,buy,RNSDF, - Renault SA,Buy ,"1,950,000"
2012,Q1,FPPTX,sell,ROSE, - Rosetta Resources Inc.,Reduce 0.66%,"10,222"
2012,Q1,AC,buy,ROST, - Ross Stores Inc.,Add 9.82%,"294,800"
2012,Q1,LPC,sell,ROST, - Ross Stores Inc.,Reduce 8.55%,"680,088"
2012,Q1,hcmax,sell,RTN-OLD, - Raytheon Co.,Reduce 15.44%,"2,100"
2012,Q1,GLRE,sell,S-OLD, - Sprint Corp.,Reduce 7.46%,"5,500,000"
2012,Q1,DODGX,buy,SCHW, - Charles Schwab Corp.,Add 2.77%,"1,300,700"
2012,Q1,MAVFX,buy,SCHW, - Charles Schwab Corp.,Add 5.98%,"7,000"
2012,Q1,SSHFX,sell,SCHW, - Charles Schwab Corp.,Reduce 9.14%,"304,600"
2012,Q1,TWEBX,buy,SHEL, - Shell plc,Buy ,"409,000"
2012,Q1,pzfvx,buy,SHEL, - Shell plc,Add 7.15%,"70,378"
2012,Q1,AC,buy,SHLDQ-OLD, - Sears Holdings Corp.,Buy ,"300,000"
2012,Q1,pzfvx,sell,SHW, - Sherwin-Williams,Sell 100.00%,"1,064,625"
2012,Q1,FPPTX,sell,SIG, - Signet Jewelers Ltd.,Reduce 19.01%,"162,500"
2012,Q1,MPGFX,buy,SLB, - Schlumberger Ltd.,Buy ,"270,000"
2012,Q1,WP,buy,SLB, - Schlumberger Ltd.,Add 32.49%,"137,270"
2012,Q1,cc,buy,SLH, - Solera Holdings Inc.,Add 0.16%,"2,800"
2012,Q1,CAAPX,buy,SNA, - Snap-On Inc.,Buy ,"437,800"
2012,Q1,SSHFX,sell,SNY, - Sanofi Aventis,Reduce 9.78%,"113,000"
2012,Q1,FPACX,sell,SOMLF, - SECOM Co.,Sell 100.00%,"805,600"
2012,Q1,MKL,sell,SPIR, - Spire Global Inc.,Sell 100.00%,"6,000"
2012,Q1,MAVFX,sell,SPLS, - Staples Inc.,Reduce 3.37%,"6,000"
2012,Q1,pzfvx,buy,SPLS, - Staples Inc.,Add 3.48%,"171,750"
2012,Q1,WP,buy,SRCL, - Stericycle Inc.,Add 40.15%,"113,484"
2012,Q1,MPGFX,sell,SSYS, - Stratasys Ltd.,Reduce 44.44%,"40,000"
2012,Q1,LPC,sell,ST, - Sensata Technologies Holding,Reduce 54.12%,"3,200,200"
2012,Q1,LPC,sell,ST, - Sensata Technologies Holding,Reduce 3.93%,"242,171"
2012,Q1,MAVFX,buy,STJ, - St Jude Medical,Add 2.27%,"1,500"
2012,Q1,pzfvx,buy,STT, - State Street Corp.,Add 15.60%,"137,675"
2012,Q1,SSHFX,sell,SUN, - Sunoco Inc.,Sell 100.00%,"1,086,700"
2012,Q1,LPC,sell,SVN, - 7 Days Group Holdings,Reduce 18.86%,"257,576"
2012,Q1,CAAPX,sell,SWK, - Stanley Black & Decker Inc.,Reduce 31.37%,"130,600"
2012,Q1,CAAPX,sell,SWK, - Stanley Black & Decker Inc.,Reduce 5.54%,"24,400"
2012,Q1,WVALX,buy,SWN, - Southwestern Energy,Add 50.00%,"225,000"
2012,Q1,MKL,sell,SYY, - Sysco Corp.,Reduce 1.04%,"8,296"
2012,Q1,SSHFX,buy,SYY, - Sysco Corp.,Add 23.34%,"256,400"
2012,Q1,pzfvx,sell,TAP, - Molson Coors Beverage Co.,Reduce 4.04%,"48,375"
2012,Q1,MPGFX,buy,TCF, - TCF Financial,Add 0.32%,"10,000"
2012,Q1,LPC,sell,TDC, - Teradata Corp.,Reduce 41.42%,"2,994,118"
2012,Q1,LPC,buy,TDG, - TransDigm Group Inc.,Add 4.21%,"140,233"
2012,Q1,LPC,buy,TDG, - TransDigm Group Inc.,Add 6.80%,"212,258"
2012,Q1,MPGFX,buy,TECH, - Bio-Techne Corp.,Add 4.31%,"27,600"
2012,Q1,DODGX,buy,TEL, - TE Connectivity,Add 3.00%,"408,841"
2012,Q1,MAVFX,buy,TEL, - TE Connectivity,Add 5.26%,"3,000"
2012,Q1,oaklx,buy,TEL, - TE Connectivity,Add 8.06%,"376,100"
2012,Q1,pzfvx,buy,TEL, - TE Connectivity,Add 39.18%,"461,975"
2012,Q1,WP,buy,TEVA, - Teva Pharmaceutical Industries Ltd.,Add 37.06%,"318,337"
2012,Q1,PI,sell,TEX, - Terex Corp.,Reduce 2.32%,"52,652"
2012,Q1,ARFFX,sell,TGT, - Target Corp.,Reduce 7.97%,"3,700"
2012,Q1,WVALX,buy,TGT, - Target Corp.,Add 6.00%,"30,000"
2012,Q1,FPACX,buy,THLEF, - Thales,Add 9.81%,"187,500"
2012,Q1,CAAPX,buy,TIF, - Tiffany & Co.,Buy ,"231,200"
2012,Q1,AC,buy,TJX, - TJX Companies Inc.,Add 82.78%,"880,000"
2012,Q1,CAAPX,buy,TMO, - Thermo Fisher Scientific,Add 7.41%,"60,300"
2012,Q1,MAVFX,buy,TMO, - Thermo Fisher Scientific,Buy ,"21,400"
2012,Q1,SSHFX,buy,TMO, - Thermo Fisher Scientific,Buy ,"217,500"
2012,Q1,LPC,sell,TRIP, - TripAdvisor Inc.,Sell 100.00%,"1,865,613"
2012,Q1,FPPTX,sell,TRN, - Trinity Industries,Reduce 16.28%,"733,800"
2012,Q1,AC,buy,TROW, - T. Rowe Price Group,Add 1.84%,605
2012,Q1,LLPFX,sell,TRV, - Travelers Companies Inc.,Reduce 23.70%,"1,763,030"
2012,Q1,LLPFX,sell,TRV, - Travelers Companies Inc.,Reduce 1.98%,"150,000"
2012,Q1,oaklx,buy,TRW, - TRW Automotive Holdings Corp.,Add 3.23%,"100,000"
2012,Q1,FPACX,buy,TSCDF, - Tesco Plc Ord,Add 39.97%,"8,258,088"
2012,Q1,TWEBX,buy,TTE, - TotalEnergies SE,Add 4.02%,"12,950"
2012,Q1,FFH,buy,TWN, - Taiwan Fund,Buy ,"11,438"
2012,Q1,FFH,sell,TWN, - Taiwan Fund,Sell 100.00%,"11,438"
2012,Q1,SSHFX,sell,TWX, - Time Warner Inc.,Reduce 12.54%,"194,200"
2012,Q1,oaklx,buy,TWX, - Time Warner Inc.,Add 16.34%,"500,000"
2012,Q1,SSHFX,sell,TXN, - Texas Instruments,Reduce 9.07%,"145,200"
2012,Q1,WVALX,sell,TXN, - Texas Instruments,Reduce 6.67%,"75,000"
2012,Q1,oaklx,buy,TXN, - Texas Instruments,Add 6.58%,"250,000"
2012,Q1,ARFFX,sell,TYC, - Tyco International,Sell 100.00%,"36,875"
2012,Q1,WVALX,sell,TYC, - Tyco International,Reduce 7.04%,"50,000"
2012,Q1,AC,sell,UAA, - Under Armour Inc.,Sell 100.00%,"168,000"
2012,Q1,AM,buy,UAL, - United Airlines Holdings Inc.,Add 19.03%,"1,516,523"
2012,Q1,AM,buy,UAL, - United Airlines Holdings Inc.,Add 570.77%,"6,780,134"
2012,Q1,cc,sell,UL, - Unilever PLC,Reduce 34.37%,"54,000"
2012,Q1,SSHFX,buy,UNH, - United Health Group Inc.,Add 634.38%,"747,300"
2012,Q1,MKL,sell,UPS, - United Parcel Service,Reduce 1.28%,"9,496"
2012,Q1,WVALX,sell,UPS, - United Parcel Service,Reduce 10.56%,"47,500"
2012,Q1,BRK,sell,USB, - U.S. Bancorp,Reduce 0.00%,100
2012,Q1,AC,buy,V, - Visa Inc.,Buy ,"1,200,000"
2012,Q1,CCM,sell,V, - Visa Inc.,Sell 100.00%,"938,968"
2012,Q1,CCM,sell,V, - Visa Inc.,Reduce 13.41%,"145,424"
2012,Q1,CCM,sell,V, - Visa Inc.,Reduce 0.96%,"10,544"
2012,Q1,LPC,sell,V, - Visa Inc.,Reduce 27.42%,"4,975,940"
2012,Q1,LPC,sell,V, - Visa Inc.,Reduce 5.43%,"1,042,768"
2012,Q1,MKL,sell,VAC, - Marriott Vacations Worldwide,Reduce 0.57%,762
2012,Q1,FPPTX,sell,VAL, - Valaris plc,Reduce 13.15%,"250,000"
2012,Q1,GLRE,sell,VAL, - Valaris plc,Reduce 23.94%,"1,209,473"
2012,Q1,MPGFX,sell,VAL-OLD, - Valspar Corp.,Reduce 0.44%,"10,000"
2012,Q1,MPGFX,sell,VAL-OLD, - Valspar Corp.,Reduce 2.56%,"60,000"
2012,Q1,WP,buy,VAR, - Varian Medical Systems,Add 33.12%,"162,638"
2012,Q1,FPPTX,sell,VECO, - Veeco Instruments,Reduce 27.15%,"126,200"
2012,Q1,LPC,sell,VFC, - V.F. Corp.,Reduce 39.25%,"2,073,444"
2012,Q1,LPC,sell,VFC, - V.F. Corp.,Reduce 2.94%,"160,000"
2012,Q1,BRK,buy,VIAB, - Viacom Inc.,Buy ,"1,591,670"
2012,Q1,CAAPX,sell,VIAB, - Viacom Inc.,Reduce 9.55%,"116,000"
2012,Q1,LPC,sell,VIT, - VanceInfo Technologies Inc.,Reduce 3.11%,"244,846"
2012,Q1,AM,buy,VLO, - Valero Energy,Add 181.03%,"1,644,000"
2012,Q1,GLRE,buy,VMED, - Virgin Media,Buy ,"4,920,000"
2012,Q1,MAVFX,buy,VOD, - Vodafone Group PLC,Add 11.11%,"8,000"
2012,Q1,BRK,sell,VRSK, - Verisk Analytics Inc.,Reduce 35.26%,"1,214,881"
2012,Q1,SEQUX,sell,VRSK, - Verisk Analytics Inc.,Reduce 0.17%,35
2012,Q1,WP,buy,VRSK, - Verisk Analytics Inc.,Add 7.40%,"93,680"
2012,Q1,WP,buy,VRSK, - Verisk Analytics Inc.,Add 30.86%,"298,503"
2012,Q1,VA,sell,VRSN, - Verisign Inc.,Sell 100.00%,"6,382,878"
2012,Q1,VA,sell,VRSN, - Verisign Inc.,Reduce 45.76%,"5,384,005"
2012,Q1,SEQUX,sell,WAT, - Waters Corp.,Reduce 0.16%,"1,377"
2012,Q1,cc,buy,WAT, - Waters Corp.,Add 4.56%,"32,800"
2012,Q1,ARFFX,buy,WBA, - Walgreens Boots Alliance,Add 15.90%,"6,200"
2012,Q1,MAVFX,sell,WBA, - Walgreens Boots Alliance,Reduce 57.45%,"40,500"
2012,Q1,LPC,sell,WBC, - WABCO Holdings Inc.,Reduce 15.07%,"739,941"
2012,Q1,oaklx,sell,WBD, - Warner Bros. Discovery Inc.,Reduce 3.44%,"200,000"
2012,Q1,BRK,buy,WFC, - Wells Fargo,Add 2.77%,"10,631,300"
2012,Q1,PI,sell,WFC, - Wells Fargo,Sell 100.00%,"1,387,001"
2012,Q1,WVALX,sell,WFC, - Wells Fargo,Reduce 9.80%,"125,000"
2012,Q1,WVALX,sell,WFC, - Wells Fargo,Reduce 11.46%,"165,000"
2012,Q1,AM,buy,WHR, - Whirlpool Corp.,Buy ,"703,180"
2012,Q1,BRK,buy,WMT, - Walmart Inc.,Add 19.65%,"7,671,000"
2012,Q1,FPACX,sell,WMT, - Walmart Inc.,Reduce 40.39%,"1,880,000"
2012,Q1,SSHFX,sell,WMT, - Walmart Inc.,Sell 100.00%,"735,200"
2012,Q1,SSHFX,sell,WMT, - Walmart Inc.,Reduce 5.61%,"43,700"
2012,Q1,WVALX,sell,WMT, - Walmart Inc.,Sell 100.00%,"300,000"
2012,Q1,WVALX,sell,WMT, - Walmart Inc.,Reduce 16.67%,"60,000"
2012,Q1,MKL,sell,WPC, - WP Carey,Reduce 0.36%,"3,500"
2012,Q1,FPACX,buy,WPP, - WPP Group plc,Add 8.71%,"684,006"
2012,Q1,SEQUX,sell,WST, - West Pharmaceutical Services,Reduce 0.16%,720
2012,Q1,VA,buy,WTW, - Willis Towers Watson plc,Add 10.27%,"880,763"
2012,Q1,cc,sell,WTW, - Willis Towers Watson plc,Sell 100.00%,"4,255,871"
2012,Q1,CAAPX,buy,WU, - Western Union Co.,Buy ,"758,300"
2012,Q1,MAVFX,sell,WU, - Western Union Co.,Reduce 1.46%,"2,000"
2012,Q1,MPGFX,buy,WU, - Western Union Co.,Add 28.00%,"140,000"
2012,Q1,hcmax,sell,WU, - Western Union Co.,Reduce 18.29%,"7,680"
2012,Q1,LPC,sell,WYN-OLD, - Wyndham Worldwide,Reduce 18.05%,"1,490,467"
2012,Q1,LPC,sell,WYNN, - Wynn Resorts Ltd.,Sell 100.00%,"695,207"
2012,Q1,ARFFX,sell,XOM, - Exxon Mobil Corp.,Reduce 11.96%,"3,300"
2012,Q1,hcmax,sell,XOM, - Exxon Mobil Corp.,Reduce 8.33%,600
2012,Q1,pzfvx,sell,XOM, - Exxon Mobil Corp.,Reduce 3.13%,"20,800"
2012,Q1,DODGX,buy,XRX, - Xerox Holdings Corp.,Add 1.67%,"258,250"
2012,Q1,FPACX,buy,XRX, - Xerox Holdings Corp.,Buy ,"2,998,750"
2012,Q1,GLRE,sell,XRX, - Xerox Holdings Corp.,Reduce 9.20%,"389,929"
2012,Q1,FPACX,buy,Y-OLD, - Alleghany Corp.,Buy ,"282,000"
2012,Q1,PI,sell,ZINC, - Horsehead Holding Corp.,Reduce 0.80%,"14,901"
2012,Q2,fairx,sell,AAIGF, - AIA Group Ltd.,Reduce 36.88%,"111,470,000"
2012,Q2,AC,buy,AAPL, - Apple Inc.,Add 148.98%,"588,168"
2012,Q2,GLRE,sell,AAPL, - Apple Inc.,Reduce 0.63%,"257,040"
2012,Q2,LPC,buy,AAPL, - Apple Inc.,Add 13.05%,"4,599,420"
2012,Q2,LPC,sell,AAPL, - Apple Inc.,Reduce 43.42%,"17,302,320"
2012,Q2,WP,buy,AAPL, - Apple Inc.,Add 9.29%,"577,584"
2012,Q2,LLPFX,buy,ABT, - Abbott Labs,Add 96.75%,"4,768,076"
2012,Q2,pzfvx,sell,ABT, - Abbott Labs,Reduce 43.36%,"378,100"
2012,Q2,cc,sell,ABV-OLD, - Companhia De Bebidas OLD,Reduce 0.54%,"11,500"
2012,Q2,MPGFX,buy,AC, - Associated Capital Group Inc.,Add 11.11%,"90,000"
2012,Q2,AIM,buy,ACM, - AECOM Technology Corp.,Add 83.33%,"500,000"
2012,Q2,AIM,sell,ACM, - AECOM Technology Corp.,Sell 100.00%,"1,100,000"
2012,Q2,GLRE,buy,ACM, - AECOM Technology Corp.,Buy ,"782,704"
2012,Q2,ARFFX,sell,ACN, - Accenture,Reduce 29.86%,"6,600"
2012,Q2,CAAPX,sell,ACN, - Accenture,Reduce 39.19%,"135,600"
2012,Q2,CCM,buy,ADBE, - Adobe Inc.,Add 45.63%,"657,865"
2012,Q2,DODGX,buy,ADBE, - Adobe Inc.,Add 9.49%,"1,168,941"
2012,Q2,VA,buy,ADBE, - Adobe Inc.,Add 14.44%,"3,950,000"
2012,Q2,FPACX,buy,ADI, - Analog Devices,Buy ,"3,470,000"
2012,Q2,MAVFX,sell,ADM, - Archer-Daniels-Midland,Reduce 11.72%,"7,500"
2012,Q2,VA,buy,ADSK, - Autodesk Inc.,Buy ,"2,402,244"
2012,Q2,DODGX,buy,ADT, - ADT Inc.,Buy ,"2,545,137"
2012,Q2,CAAPX,sell,AFL, - AFLAC Inc.,Reduce 29.93%,"767,800"
2012,Q2,FPACX,buy,AGCO, - AGCO Corp.,Add 40.00%,"270,000"
2012,Q2,FPACX,sell,AGCO, - AGCO Corp.,Sell 100.00%,"945,000"
2012,Q2,GLRE,sell,AHL, - Aspen Insurance Holdings Ltd.,Reduce 1.50%,"61,400"
2012,Q2,BAUPOST,buy,AIG, - American International Group,Buy ,"7,000,000"
2012,Q2,FPACX,buy,AIG, - American International Group,Buy ,"3,640,000"
2012,Q2,SSHFX,buy,AIG, - American International Group,Buy ,"828,800"
2012,Q2,fairx,sell,AIG, - American International Group,Reduce 3.33%,"2,802,800"
2012,Q2,oaklx,buy,AIG, - American International Group,Buy ,"3,700,000"
